Geo Point;Name;Name (en);Name (fr);IATA code;ICAO code;Wikipedia id;Wikidata id;Website;Phone;Operator;Description;Edit in OSM;Source;other_tags;Country;Country code
8.6167224, -13.1953437;Lungi International Airport;;;FNA;GFLL;en:Lungi International Airport;Q1453722;;;;;https://www.openstreetmap.org/edit?node=241094970;Gagravarr_Airports;"{""aeroway"": ""aerodrome"", ""aerodrome"": ""international"", ""ele"": ""26"", ""ref"": ""FNA"", ""aerodrome:type"": ""public"", ""is_in"": ""Freetown,Sierra Leone""}";Sierra Leone;SL
-34.8315884, -56.0261947;Aeropuerto Internacional de Carrasco;;;MVD;SUMU;es:Aeropuerto Internacional de Carrasco;Q9064;;;;;https://www.openstreetmap.org/edit?node=246748987;;"{""name:pt"": ""Aeroporto Internacional de Carrasco"", ""aeroway"": ""aerodrome"", ""int_name"": ""Carrasco International Airport"", ""aerodrome:type"": ""international"", ""operator:type"": ""public"", ""ref"": ""MVD"", ""official_name"": ""Aeropuerto Internacional de Carrasco \""Gral.Cesario L. Berisso\""""}";Uruguay;UY
-15.3290741, 28.4542651;Kenneth Kaunda International Airport;Kenneth Kaunda International Airport;;LUN;FLLS;en:Lusaka International Airport;Q332302;;;Airports Autority;;https://www.openstreetmap.org/edit?node=252259006;wikipedia;"{""aeroway"": ""aerodrome"", ""ifr"": ""yes"", ""old_name"": ""Lusaka International Airport"", ""is_in"": ""Lusaka,,Zambia"", ""aerodrome"": ""international"", ""closest_town"": ""Lusaka"", ""vfr"": ""yes"", ""aerodrome:type"": ""military/public"", ""ele"": ""1152""}";Zambia;ZM
55.476307, 10.3270297;Hans Christian Andersen Airport;Hans Christian Andersen Airport;;ODE;EKOD;da:Hans Christian Andersen Airport;Q2896204;http://www.hca-airport.dk/;;Odense Lufthavn S.m.b.a.;;https://www.openstreetmap.org/edit?node=258375899;wikipedia;"{""old_name"": ""Odense Lufthavn"", ""aeroway"": ""aerodrome"", ""alt_name"": ""Beldringe Lufthavn"", ""name:no"": ""Hans Christian Andersen Airport"", ""ele"": ""17"", ""closest_town"": ""Odense"", ""aerodrome:type"": ""public"", ""aerodrome"": ""international""}";Denmark;DK
60.5134301, 22.2633365;Turun lentoasema;Turku Airport;Aéroport de Turku;TKU;EFTU;fi:Turun lentoasema;Q1130231;https://www.finavia.fi/airports/airport_turku;;Finavia;;https://www.openstreetmap.org/edit?node=259887364;;"{""city_served"": ""Turku"", ""name:fi"": ""Turun lentoasema"", ""public_transport"": ""station"", ""aerodrome:type"": ""international"", ""ele"": ""49"", ""aeroway"": ""aerodrome"", ""alt_name"": ""Turku"", ""name:ru"": ""\u0422\u0443\u0440\u043a\u0443"", ""name:sv"": ""\u00c5bo flygplats"", ""name:pl"": ""Port lotniczy Turku"", ""type"": ""public"", ""aerodrome"": ""international""}";Finland;FI
42.7710274, -1.6459152;Aeropuerto de Pamplona - Noáin;Airport of Pamplona - Noáin;;PNA;LEPP;eu:Iruñea-Noain aireportua;Q1314151;;;AENA;;https://www.openstreetmap.org/edit?node=276462983;http://www.aena.es/es/aeropuerto-pamplona/index.html;"{""aeroway"": ""aerodrome"", ""aerodrome:type"": ""public"", ""name:eu"": ""Iru\u00f1eko aireportua"", ""aerodrome"": ""international"", ""name:es"": ""Aeropuerto de Pamplona - No\u00e1in"", ""ele"": ""458""}";Spain;ES
38.280371, 114.6949968;石家庄正定国际机场;Shijiazhuang Zhengding International Airport;;SJW;ZBSJ;en:Shijiazhuang Zhengding International Airport;;;;;;https://www.openstreetmap.org/edit?node=289747094;wikipedia;"{""type"": ""public"", ""aeroway"": ""aerodrome"", ""alt_name:en"": ""Shijiazhuang Daguocun International Airport"", ""aerodrome:type"": ""international""}";China;CN
-17.9553509, -67.0787467;Aeropuerto Internacional Teniente Coronel Juan Mendoza y Nernuldez;;;ORU;SLOR;es:Aeropuerto Juan Mendoza;Q555858;;;AASANA;;https://www.openstreetmap.org/edit?node=290870608;ourairports.com;"{""aeroway"": ""aerodrome"", ""barrier"": ""yes"", ""area"": ""yes"", ""ele"": ""3702"", ""start_date"": ""1942"", ""aerodrome:type"": ""public"", ""aerodrome"": ""international""}";Bolivia;BO
42.362859, -71.0097396;Logan International Airport;;;BOS;KBOS;;Q671475;;;;;https://www.openstreetmap.org/edit?node=291828579;Gagravarr_Airports;"{""addr:housenumber"": ""1"", ""addr:city"": ""Boston"", ""aerodrome"": ""international"", ""aerodrome:type"": ""public"", ""note"": ""area adjusted to mark actual property extent (Bing)"", ""aeroway"": ""aerodrome"", ""addr:state"": ""MA"", ""addr:street"": ""Harborside Dr"", ""type"": ""civil"", ""is_in"": ""Boston,Massachusetts,USA""}";;
49.0067025, 2.5705428;Aéroport Roissy Charles de Gaulle;Charles de Gaulle International Airport;Aéroport Roissy-Charles-de-Gaulle;CDG;LFPG;fr:Aéroport Paris-Charles-de-Gaulle;Q46280;http://www.aeroportsdeparis.fr/ADP/fr-fr/Passagers/accueil/;;Aéroports de Paris;;https://www.openstreetmap.org/edit?node=294032205;IAU îdF - 2013-12-27;"{""alt_name:en"": ""Roissy Airport"", ""name:ko"": ""\uc0e4\ub97c \ub4dc \uace8 \uacf5\ud56d"", ""rank_aci:2016"": ""10"", ""name:da"": ""Charles de Gaulle Airport"", ""aerodrome:type"": ""public"", ""name:de"": ""Flughafen Paris-Charles-de-Gaulle"", ""aeroway"": ""aerodrome"", ""alt_name:fr"": ""A\u00e9roport Paris-Charles-de-Gaulle"", ""ele"": ""119"", ""name:zh"": ""\u5df4\u9ece\u590f\u5c14\u00b7\u6234\u9ad8\u4e50\u673a\u573a"", ""name:pl"": ""Port lotniczy Pary\u017c-Roissy-Charles de Gaulle"", ""aerodrome"": ""international""}";France;FR
-37.6670741, 144.833618;Melbourne Airport;Melbourne Airport;;MEL;YMML;en:Melbourne Airport;Q733738;http://www.melair.com.au/;;Australia Pacific Airports Corporation (Melbourne) - APAM;;https://www.openstreetmap.org/edit?node=305804278;wikipedia;"{""passengers"": ""28190457"", ""city_served"": ""Melbourne"", ""short_name"": ""Melbourne"", ""aerodrome:type"": ""public"", ""ele"": ""132"", ""note"": ""Additional land has been purchased by Melbourne Airport Corporation in preparation for constructing a third runway. More land is expected to be added to the airport in coming months. (As of June 2018)"", ""aeroway"": ""aerodrome"", ""postal_code"": ""3045"", ""alt_name"": ""Tullamarine Airport"", ""aerodrome"": ""international"", ""ref"": ""MEL"", ""is_in"": ""Tullamarine,Victora,Australia""}";Australia;AU
-43.4849847, 172.5363195;Christchurch International Airport;;;CHC;NZCH;;Q1061330;;;;;https://www.openstreetmap.org/edit?node=306945956;;"{""metroinfo:id"": ""1348740708"", ""attribution"": ""http://wiki.osm.org/wiki/Attribution#LINZ"", ""LINZ:layer"": ""airport_poly"", ""aerodrome:type"": ""international"", ""internet_access:fee"": ""no"", ""aeroway"": ""aerodrome"", ""LINZ:dataset"": ""mainland"", ""internet_access"": ""wlan"", ""LINZ:source_version"": ""2012-06-06"", ""source_ref"": ""http://www.linz.govt.nz/topography/topo-maps/""}";New Zealand;NZ
37.4637552, 126.4393635;인천국제공항;Incheon International Airport;Aéroport International d'Incheon;ICN;RKSI;en:Incheon International Airport;Q20932;https://www.airport.kr/ap/ko/index.do;;Incheon International Airport Corporation;;https://www.openstreetmap.org/edit?node=316419197;;"{""int_name"": ""Incheon International Airport"", ""city_served"": ""Seoul National Capital Area"", ""name:ja"": ""\u4ec1\u5ddd\u56fd\u969b\u7a7a\u6e2f"", ""short_name"": ""\uc778\ucc9c\uacf5\ud56d"", ""name:ko"": ""\uc778\ucc9c\uad6d\uc81c\uacf5\ud56d"", ""name:cs"": ""Mezin\u00e1rodn\u00ed leti\u0161t\u011b In\u010dchon"", ""aerodrome:type"": ""public"", ""name:ko-Latn"": ""Incheon gukje gonghang"", ""alt_name"": ""\u4ec1\u5ddd\u570b\u969b\u7a7a\u6e2f"", ""owner"": ""Government of South Korea"", ""name:ru"": ""\u0410\u044d\u0440\u043e\u043f\u043e\u0440\u0442 \u0418\u043d\u0447\u0445\u043e\u043d"", ""name:de"": ""Flughafen Incheon"", ""aerodrome"": ""international"", ""addr:housenumber"": ""272"", ""name:el"": ""\u0394\u03b9\u03b5\u03b8\u03bd\u03ae\u03c2 \u0391\u03b5\u03c1\u03bf\u03bb\u03b9\u03bc\u03ad\u03bd\u03b1\u03c2 \u038a\u03bd\u03c4\u03c3\u03bf\u03bd"", ""rank_aci:2016"": ""19"", ""name:ko_1"": ""\uc778\ucc9c\uacf5\ud56d"", ""ele"": ""7"", ""aeroway"": ""aerodrome"", ""addr:street"": ""\uacf5\ud56d\ub85c"", ""name:zh"": ""\u4ec1\u5ddd\u570b\u969b\u6a5f\u5834""}";;
45.2005858, 7.6511536;Aeroporto di Torino;Turin Airport;Aéroport de Turin;TRN;LIMF;it:Aeroporto di Torino-Caselle;Q528184;https://www.aeroportoditorino.it/;;SAGAT S.p.A.;;https://www.openstreetmap.org/edit?node=322915733;;"{""local_ref"": ""TO11"", ""official_name"": ""Aeroporto internazionale di Torino-Caselle Sandro Pertini"", ""wheelchair"": ""yes"", ""aerodrome:type"": ""public"", ""name:de"": ""Flughafen Turin"", ""aeroway"": ""aerodrome"", ""alt_name"": ""Caselle"", ""old_name"": ""Citt\u00e0 di Torino"", ""name:et"": ""Torino lennujaam"", ""name:pl"": ""Port lotniczy Torino"", ""ele"": ""284"", ""name:es"": ""Aeropuerto de Torino"", ""aerodrome"": ""international""}";Italy;IT
34.7179612, 32.4886159;Διεθνής Αερολιμένας Πάφου;Paphos International Airport;;PFO;LCPH;en:Paphos International Airport;Q1050707;;;;;https://www.openstreetmap.org/edit?node=338007519;;"{""name:el"": ""\u0394\u03b9\u03b5\u03b8\u03bd\u03ae\u03c2 \u0391\u03b5\u03c1\u03bf\u03bb\u03b9\u03bc\u03ad\u03bd\u03b1\u03c2 \u03a0\u03ac\u03c6\u03bf\u03c5"", ""fixme"": ""boundary is approximate - please improve"", ""aeroway"": ""aerodrome"", ""name:uk"": ""\u041c\u0456\u0436\u043d\u0430\u0440\u043e\u0434\u043d\u0438\u0439 \u0410\u0435\u0440\u043e\u043f\u043e\u0440\u0442 \u041f\u0430\u0444\u043e\u0441\u0443"", ""name:tr"": ""Baf Uluslararas\u0131 Havaliman\u0131"", ""name:ru"": ""\u041c\u0435\u0436\u0434\u0443\u043d\u0430\u0440\u043e\u0434\u043d\u044b\u0439 \u0410\u044d\u0440\u043e\u043f\u043e\u0440\u0442 \u041f\u0430\u0444\u043e\u0441\u0430"", ""name:es"": ""Aeropuerto Internacional de Pafos"", ""aerodrome"": ""international""}";Cyprus;CY
45.7850178, 3.172936;Aéroport de Clermont-Ferrand Auvergne;Clermont-Ferrand Auvergne Airport;Aéroport de Clermont-Ferrand Auvergne;CFE;LFLC;fr:Aéroport de Clermont-Ferrand Auvergne;Q1431123;;;;;https://www.openstreetmap.org/edit?node=345333210;wikipedia;"{""aeroway"": ""aerodrome"", ""CLC:code"": ""124"", ""operator:type"": ""public"", ""CLC:year"": ""2006"", ""CLC:id"": ""FR-151360"", ""aerodrome"": ""international""}";France;FR
28.1906452, 113.2213944;长沙黄花国际机场;Changsha Huanghua International Airport;;CSX;ZGHA;en:Changsha Huanghua International Airport;Q1330618;;;Government;;https://www.openstreetmap.org/edit?node=348003318;wikipedia;"{""aeroway"": ""aerodrome"", ""closest_town"": ""Changsha"", ""name:zh_pinyin"": ""Ch\u00e1ngsh\u0101 Hu\u00e1nghu\u0101 Gu\u00f3j\u00ec J\u012bch\u01ceng"", ""name:zh"": ""\u9577\u6c99\u9ec3\u82b1\u570b\u969b\u6a5f\u5834"", ""aerodrome:type"": ""international"", ""ele"": ""66""}";China;CN
35.0127256, -1.4588011;Aéroport de Tlemcen Zenata-Messali El Hadj;Tlemcen Airport;Aéroport de Tlemcen Zenata-Messali El Hadj;TLM;DAON;fr:Aéroport de Tlemcen - Zenata - Messali El Hadj;Q2875969;;;Etablissement de Gestion de Services Aéroportuaires;;https://www.openstreetmap.org/edit?node=354136629;"IATA;wikipedia;ouraiports.com;Bing";"{""name:el"": ""\u0391\u03b5\u03c1\u03bf\u03b4\u03c1\u03cc\u03bc\u03b9\u03bf \u03a4\u03bb\u03ad\u03bc\u03c3\u03b5\u03bd - \u0396\u03b5\u03bd\u03ac\u03c4\u03b1 - \u039c\u03b5\u03c3\u03b1\u03bb\u03af"", ""area"": ""yes"", ""name:ar"": ""\u0645\u0637\u0627\u0631 \u062a\u0644\u0645\u0633\u0627\u0646 - \u0645\u0635\u0627\u0644\u064a \u0627\u0644\u062d\u0627\u062c"", ""closest_town"": ""Tlemcen"", ""aerodrome:type"": ""public"", ""name:de"": ""Flughafen Tlemcen - Zenata - Messali El Hadj"", ""aeroway"": ""aerodrome"", ""name:sv"": ""Tlemcen Zenata"", ""ele"": ""245"", ""name:tg"": ""\u0424\u0443\u0440\u0443\u0434\u0433\u043e\u04b3\u0438 \u0437\u043d\u043e\u0442\u043e \u2013 \u043c\u0441\u043e\u043b\u0438 \u043e\u043b\u0445\u043e\u04b7"", ""name:es"": ""Aeropuerto Zenata"", ""aerodrome"": ""international""}";Algeria;DZ
36.7129226, 5.068792;Aéroport Abane Ramdane Béjaïa Soummam;Soummam Abane Ramdane Airport;Aéroport Abane Ramdane Béjaïa Soummam;BJA;DAAE;fr:Aéroport de Béjaïa - Soummam - Abane Ramdane;Q2875809;;+213 34 211 638;Etablissement de Gestion de Services Aéroportuaires;;https://www.openstreetmap.org/edit?node=356725163;"IATA;wikipedia;ouraiports.com;Bing";"{""name:ber"": ""\u2d30\u2d4f\u2d30\u2d3c\u2d3c\u2d30\u2d34 \u2d30\u2d34\u2d54\u2d30\u2d56\u2d4d\u2d30\u2d4f \u2d4f \u2d5a\u2d53\u2d4e\u2d30\u2d4e \u2d44\u2d30\u2d31\u2d31\u2d30\u2d4f \u2d54\u2d30\u2d4e\u2d3a\u2d30\u2d4f"", ""name:el"": ""\u0391\u03b5\u03c1\u03bf\u03b4\u03c1\u03cc\u03bc\u03b9\u03bf \u03a3\u03bf\u03c5\u03bc\u03ac\u03bc \u0391\u03bc\u03c0\u03ac\u03bd\u03b5 \u03a1\u03b1\u03bc\u03bd\u03c4\u03ac\u03bd\u03b5"", ""alt_name:ar"": ""\u0645\u0637\u0627\u0631\u0627\u0644\u0635\u0648\u0645\u0627\u0645 \u0628\u062c\u0627\u064a\u0629"", ""name:fa"": ""\u0641\u0631\u0648\u062f\u06af\u0627\u0647 \u0635\u0648\u0645\u0627\u0645 \u0639\u0628\u0627\u0646 \u0631\u0645\u0636\u0627\u0646"", ""name:kab"": ""Anafag agra\u03b3lan n \u1e62umam \u0190abban Ram\u1e0dan"", ""name:ar"": ""\u0645\u0637\u0627\u0631 \u0639\u0628\u0627\u0646 \u0631\u0645\u0636\u0627\u0646 \u0627\u0644\u062f\u0648\u0644\u064a"", ""aerodrome:type"": ""public"", ""ele"": ""90"", ""aeroway"": ""aerodrome"", ""aerodrome"": ""international""}";Algeria;DZ
47.4630876, 8.5530099;Flughafen Zürich;Zürich Airport;Aéroport international de Zurich;ZRH;LSZH;en:Zurich Airport;Q15114;https://www.zurich-airport.com/;;Flughafen Zürich AG;;https://www.openstreetmap.org/edit?node=463409859;;"{""passengers"": ""24000000"", ""name:rm"": ""Eroport Internaziunal da Turitg-Kloten"", ""name:ms"": ""Lapangan Terbang Zurich"", ""name:he"": ""\u05e0\u05de\u05dc \u05d4\u05ea\u05e2\u05d5\u05e4\u05d4 \u05d4\u05d1\u05d9\u05e0\u05dc\u05d0\u05d5\u05de\u05d9 \u05e6\u05d9\u05e8\u05d9\u05da \u05e7\u05dc\u05d5\u05d8\u05df"", ""name:nl"": ""Luchthaven Z\u00fcrich"", ""name:id"": ""Bandar Udara Internasional Z\u00fcrich"", ""name:lt"": ""Ciuricho oro uostas"", ""name:de"": ""Flughafen Z\u00fcrich"", ""name:ko"": ""\ucde8\ub9ac\ud788 \uacf5\ud56d"", ""name:ar"": ""\u0645\u0637\u0627\u0631 \u0632\u064a\u0648\u0631\u062e \u0627\u0644\u062f\u0648\u0644\u064a"", ""name:cs"": ""Leti\u0161t\u011b Z\u00fcrich"", ""name:pt"": ""Aeroporto de Zurique"", ""aerodrome:type"": ""international"", ""name:ja"": ""\u30c1\u30e5\u30fc\u30ea\u30c3\u30d2\u7a7a\u6e2f"", ""name:it"": ""Aeroporto di Zurigo"", ""name:sv"": ""Z\u00fcrich flygplats"", ""name:sk"": ""Letisko Z\u00fcrich"", ""name:pl"": ""Port lotniczy Zurych-Kloten"", ""ele"": ""432"", ""name:hr"": ""Zra\u010dna luka Z\u00fcrich"", ""name:sr"": ""\u0410\u0435\u0440\u043e\u0434\u0440\u043e\u043c \u0426\u0438\u0440\u0438\u0445"", ""name:ca"": ""Aeroport de Zuric"", ""is_in"": ""Z\u00fcrich"", ""name:vi"": ""S\u00e2n bay Z\u00fcrich"", ""name:fa"": ""\u0641\u0631\u0648\u062f\u06af\u0627\u0647 \u0632\u0648\u0631\u06cc\u062e"", ""name:eo"": ""Flughaveno Zuriko"", ""name:hu"": ""Z\u00fcrichi rep\u00fcl\u0151t\u00e9r"", ""addr:city"": ""Z\u00fcrich-Flughafen"", ""addr:postcode"": ""8058"", ""name:da"": ""Z\u00fcrich Lufthavn"", ""name:gl"": ""Aeroporto de Z\u00faric"", ""name:tr"": ""Z\u00fcrih Havaliman\u0131"", ""aeroway"": ""aerodrome"", ""name:mk"": ""\u0410\u0435\u0440\u043e\u0434\u0440\u043e\u043c \u0426\u0438\u0440\u0438\u0445"", ""name:fi"": ""Z\u00fcrichin kansainv\u00e4linen lentoasema"", ""name:eu"": ""Z\u00fcricheko aireportua"", ""name:et"": ""Z\u00fcrichi lennujaam"", ""name:zh"": ""\u8607\u9ece\u4e16\u6a5f\u5834"", ""name:es"": ""Aeropuerto Internacional de Z\u00farich""}";Switzerland;CH
48.3537238, 11.786025;Flughafen München;Munich International Airport;Aéroport Franz-Josef-Strauß de Munich;MUC;EDDM;de:Flughafen München;Q131402;https://www.munich-airport.de/;;Flughafen München GmbH;;https://www.openstreetmap.org/edit?node=487185364;;"{""passengers"": ""38000000"", ""name:pt"": ""Aeroporto de Munique"", ""barrier"": ""fence"", ""IFR"": ""yes"", ""name:ko"": ""\ubb8c\ud5e8 \uad6d\uc81c\uacf5\ud56d"", ""wheelchair"": ""limited"", ""name:cs"": ""Mezin\u00e1rodn\u00ed leti\u0161t\u011b Mnichov"", ""cargo_volume"": ""336162"", ""aerodrome:type"": ""international"", ""name:de"": ""Flughafen M\u00fcnchen"", ""name:tk"": ""M\u00fcnih Franz Josef Strauss Havaliman\u0131"", ""aeroway"": ""aerodrome"", ""alt_name"": ""Flughafen M\u00fcnchen \""Franz-Josef-Strauss\"""", ""name:ru"": ""\u041c\u0435\u0436\u0434\u0443\u043d\u0430\u0440\u043e\u0434\u043d\u044b\u0439 \u0430\u044d\u0440\u043e\u043f\u043e\u0440\u0442 \u041c\u044e\u043d\u0445\u0435\u043d\u0430"", ""official_name"": ""Flughafen M\u00fcnchen \u201eFranz Josef Strau\u00df\u201c"", ""ele"": ""453"", ""ref"": ""MUC"", ""is_in:iso_3166_2"": ""DE-BY"", ""name:it"": ""Aeroporto di Monaco di Baviera""}";Germany;DE
37.6217505, -122.3789591;San Francisco International Airport;San Francisco International Airport;;SFO;KSFO;en:San Francisco International Airport;Q8688;https://www.flysfo.com/;;;;https://www.openstreetmap.org/edit?node=545819287;;"{""source_ref"": ""geonames.usgs.gov"", ""city_served"": ""San Francisco, California"", ""name:ja"": ""\u30b5\u30f3\u30d5\u30e9\u30f3\u30b7\u30b9\u30b3\u56fd\u969b\u7a7a\u6e2f"", ""aerodrome"": ""international"", ""aerodrome:type"": ""public"", ""internet_access:ssid"": ""#SFO FREE WIFI"", ""owner"": ""San Francisco Airport Commission"", ""gnis:created"": ""03/01/1994"", ""ele"": ""4"", ""gnis:county_name"": ""San Mateo"", ""addr:housenumber"": ""780"", ""name:el"": ""\u0394\u03b9\u03b5\u03b8\u03bd\u03ae\u03c2 \u0391\u03b5\u03c1\u03bf\u03bb\u03b9\u03bc\u03ad\u03bd\u03b1\u03c2 \u03a3\u03b1\u03bd \u03a6\u03c1\u03b1\u03bd\u03c3\u03af\u03c3\u03ba\u03bf"", ""addr:city"": ""San Francisco"", ""gnis:feature_type"": ""Airport"", ""addr:postcode"": ""94128"", ""rank_aci:2016"": ""23"", ""short_name"": ""San Francisco Airport"", ""addr:state"": ""CA"", ""name:de"": ""Flughafen San Francisco"", ""internet_access:fee"": ""no"", ""aeroway"": ""aerodrome"", ""gnis:feature_id"": ""1653945"", ""addr:street"": ""S Airport Blvd"", ""ref"": ""KSFO"", ""internet_access"": ""wlan""}";United States;US
-7.5171463, 110.7577549;Bandar Udara Adi Sumarmo;Adi Sumarmo Airport;;SOC;WARQ;id:Bandar Udara Internasional Adi Sumarmo;Q283970;;+62 0271 780715;Angkasa Pura;;https://www.openstreetmap.org/edit?node=567855358;wikipedia;"{""note"": ""tambah access=permissive karena pemilik TNI tapi digunakan utk publik juga, koreksi jika salah"", ""fax"": ""+62 0271 780058"", ""city_served"": ""Surakarta"", ""addr:city"": ""Boyolali"", ""addr:postcode"": ""57108"", ""aerodrome:type"": ""international"", ""ele"": ""128"", ""access"": ""permissive"", ""name:ja"": ""\u30a2\u30c7\u30a3\u30b9\u30de\u30eb\u30e2\u56fd\u969b\u7a7a\u6e2f"", ""aeroway"": ""aerodrome"", ""landuse"": ""military"", ""name:zh"": ""\u68ad\u7f85\u570b\u969b\u6a5f\u5834"", ""name:id"": ""Bandar Udara Internasional Adi Sumarmo""}";Indonesia;ID
8.1100064, 98.3177466;ท่าอากาศยานนานาชาติภูเก็ต;Phuket International Airport;;HKT;VTSP;en:Phuket International Airport;Q240694;;;;;https://www.openstreetmap.org/edit?node=469802492;;"{""passengers"": ""8467000"", ""name:th"": ""\u0e17\u0e48\u0e32\u0e2d\u0e32\u0e01\u0e32\u0e28\u0e22\u0e32\u0e19\u0e19\u0e32\u0e19\u0e32\u0e0a\u0e32\u0e15\u0e34\u0e20\u0e39\u0e40\u0e01\u0e47\u0e15"", ""aeroway"": ""aerodrome"", ""aerodrome"": ""international"", ""name:ko"": ""\ud478\uaeeb\uad6d\uc81c\uacf5\ud56d"", ""name:ru"": ""\u041c\u0435\u0436\u0434\u0443\u043d\u0430\u0440\u043e\u0434\u043d\u044b\u0439 \u0430\u044d\u0440\u043e\u043f\u043e\u0440\u0442 \u041f\u0445\u0443\u043a\u0435\u0442"", ""name:pl"": ""Port lotniczy Phuket"", ""name:da"": ""Phuket Internationale Lufthavn"", ""ele"": ""25""}";Thailand;TH
21.4205338, -77.8465686;Aeropuerto Internacional Ignacio Agramonte;Ignacio Agramonte International Airport;;CMW;MUCM;en:Ignacio Agramonte International Airport;Q3086164;;;ECASA;;https://www.openstreetmap.org/edit?node=446946804;;"{""aeroway"": ""aerodrome"", ""addr:city"": ""Camag\u00fcey"", ""name:ru"": ""\u041c\u0435\u0436\u0434\u0443\u043d\u0430\u0440\u043e\u0434\u043d\u044b\u0439 \u0410\u044d\u0440\u043e\u043f\u043e\u0440\u0442 \u0418\u0433\u043d\u0430\u0441\u0438\u043e \u0410\u0433\u0440\u0430\u043c\u043e\u043d\u0442\u0435 (\u041a\u0430\u043c\u0430\u0433\u0432\u0435\u0439)"", ""ele"": ""126"", ""closest_town"": ""Camag\u00fcey"", ""name:es"": ""Aeropuerto Internacional Ignacio Agramonte"", ""aerodrome:type"": ""international"", ""addr:street"": ""Avenida Carlos J Finlay""}";Cuba;CU
28.0461297, -16.5741505;Aeropuerto de Tenerife Sur;Tenerife South Airport;Aéroport de Tenerife-Sud;TFS;GCTS;es:Aeropuerto de Tenerife Sur;Q821984;;;;;https://www.openstreetmap.org/edit?node=482903476;;"{""name:nl"": ""Aeropuerto de Tenerife Sur"", ""name:tr"": ""Tenerife G\u00fcney Havaliman\u0131"", ""name:da"": ""Tenerife Syd Lufthavn"", ""aerodrome:type"": ""international"", ""name:de"": ""Flughafen Teneriffa S\u00fcd"", ""aeroway"": ""aerodrome"", ""name:it"": ""Aeroporto di Tenerife-Sud"", ""name:ru"": ""\u0422\u0435\u043d\u0435\u0440\u0438\u0444\u0435-\u042e\u0436\u043d\u044b\u0439"", ""name:pl"": ""Port lotniczy Aeropuerto de Tenerife Sur"", ""alt_name"": ""Aeropuerto Internacional Reina Sofia""}";Spain;ES
2.2612043, 98.984039;Bandar Udara Internasional Sisingamangaraja XII;Sisingamangaraja XII International Airport;;DTB;WIMN;id:Bandar Udara Internasional Silangit;Q1592053;https://silangit-airport.co.id;+62 633 41921;PT Angkasa Pura II;;https://www.openstreetmap.org/edit?node=536586590;;"{""fax"": ""+62 0633 41921"", ""aeroway"": ""aerodrome"", ""int_name"": ""Sisingamangaraja XII International Airport"", ""old_name"": ""Bandar Udara Internasional Silangit"", ""aerodrome:type"": ""international"", ""ele"": ""1416""}";Indonesia;ID
48.7300574, 2.358807;Aéroport de Paris-Orly (ORY);;;ORY;LFPO;fr:Aéroport de Paris-Orly;Q223416;https://www.parisaeroport.fr/;;Paris Aéroport (ADP);;https://www.openstreetmap.org/edit?node=475305605;;"{""aeroway"": ""aerodrome"", ""ele"": ""89"", ""wheelchair"": ""yes"", ""internet_access"": ""yes"", ""ref"": ""ORY"", ""aerodrome:type"": ""international"", ""internet_access:ssid"": ""WIFI-LOYALTY-PROGRAM""}";France;FR
-42.8365617, 147.5125041;Hobart Airport;;;HBA;YMHB;;;https://hobartairport.com.au/;;Hobart International Airport;;https://www.openstreetmap.org/edit?node=470102257;;"{""passengers"": ""1900000"", ""aeroway"": ""aerodrome"", ""area"": ""yes"", ""aerodrome:type"": ""public"", ""aerodrome"": ""international""}";Australia;AU
